FEATURE,FEATURE_IMPORTANCE_MEAN,FEATURE_IMPORTANCE_STDEV
Animal_1 four-point convex perimeter (mm) Ear_left-Ear_right-Lat_left-Tail_end_FEATURE_SUBSET,0.000772331975245692,0.0016735926800581858
Angle (degrees) Ear_left-Nose-Tail_base_FEATURE_SUBSET,0.0007704331379543356,0.0013413243979937552
Animal_1 four-point convex perimeter (mm) Ear_left-Nose-Lat_left-Tail_end_FEATURE_SUBSET,0.0007632817238072682,0.0014648822373918664
Mouse1_width_sum_7.5,0.0007596052185444694,0.0008800088698534137
Mouse1_largest_euclid_distances_mean_15,0.0007583778134008685,0.0011597923153389396
Mouse1_width_mean_6,0.0007574208257614527,0.0009071885069262087
Animal_1 four-point convex perimeter (mm) Center-Lat_left-Lat_right-Tail_base_FEATURE_SUBSET,0.0007542868822197795,0.0010346139231470009
Tail_end_relative_to_tail_base_centroid_nose_M1_6,0.0007533578610810229,0.0016349268069210622
Tail_end_relative_to_tail_base_centroid_nose_M1_5,0.0007495795578046666,0.0020720369566603267
Mouse1_largest_euclid_distances_median_7.5,0.000746978936178052,0.0014238583719286685
Animal_1 four-point convex perimeter (mm) Lat_left-Lat_right-Tail_base-Tail_end_FEATURE_SUBSET,0.0007443610718259907,0.001758879530393682
Angle (degrees) Ear_right-Nose-Center_FEATURE_SUBSET,0.0007442725494596368,0.0010908440435328816
Animal_1 four-point convex perimeter (mm) Ear_right-Nose-Lat_left-Tail_end_FEATURE_SUBSET,0.0007437302943722392,0.0014145401936217273
Animal_1 four-point convex perimeter (mm) Ear_left-Lat_right-Tail_base-Tail_end_FEATURE_SUBSET,0.000742646657340815,0.0015543594147603996
Animal_1 four-point convex perimeter (mm) Ear_left-Ear_right-Lat_right-Tail_end_FEATURE_SUBSET,0.0007421564411417833,0.0014125362408124523
Mouse1_largest_euclid_distances_mean_15_deviation,0.00074037753555869,0.0011292853418872707
Tail_end_movement_M1_sum_7.5,0.0007390066116471583,0.001278637634207531
Angle (degrees) Ear_right-Nose-Lat_right_FEATURE_SUBSET,0.0007319552558430035,0.000941411746329868
Mouse1_largest_euclid_distances_mean_15_percentile_rank,0.0007267803491933244,0.0010138801212356975
Animal_1 three-point convex hull perimeter (mm) Center-Lat_right-Tail_end_FEATURE_SUBSET,0.0007261837396185178,0.0011337320661505088
Animal_1 three-point convex hull perimeter (mm) Center-Lat_left-Tail_end_FEATURE_SUBSET,0.0007227398298400686,0.000953947624964622
Animal_1 three-point convex hull perimeter (mm) Ear_left-Lat_left-Tail_end_FEATURE_SUBSET,0.0007219654035136633,0.001247643883168445
Mouse1_largest_euclid_distances_sum_15,0.0007178387508173129,0.0010252767734723115
Animal_1 four-point convex perimeter (mm) Nose-Center-Lat_right-Tail_end_FEATURE_SUBSET,0.0007168698772359172,0.001900364608800053
Mouse1_width_sum_6,0.0007133851305700776,0.0008685547112263659
Animal_1 three-point convex hull perimeter (mm) Ear_left-Tail_base-Tail_end_FEATURE_SUBSET,0.0007124181582320722,0.0012834166893047933
Animal_1 four-point convex perimeter (mm) Ear_right-Lat_right-Tail_base-Tail_end_FEATURE_SUBSET,0.0007120250195039803,0.0014664366494706053
Animal_1 four-point convex perimeter (mm) Center-Lat_left-Lat_right-Tail_end_FEATURE_SUBSET,0.000710487585045966,0.0012225004018416052
Animal_1 three-point convex hull perimeter (mm) Ear_left-Ear_right-Tail_end_FEATURE_SUBSET,0.0007099523244025692,0.0010562333615725438
Animal_1 three-point convex hull perimeter (mm) Ear_left-Lat_right-Tail_end_FEATURE_SUBSET,0.0007093800907954988,0.0012398203321685502
Mouse1_largest_euclid_distances_mean_2_percentile_rank,0.0007093377710692178,0.0009711574531311156
Animal_1 three-point convex hull perimeter (mm) Ear_right-Lat_left-Lat_right_FEATURE_SUBSET,0.0007079585777574662,0.0015514679318414629
Animal_1 four-point convex perimeter (mm) Ear_left-Center-Lat_right-Tail_end_FEATURE_SUBSET,0.000706452688997158,0.001299094723248266
Animal_1 four-point convex perimeter (mm) Ear_left-Center-Tail_base-Tail_end_FEATURE_SUBSET,0.000706310822561244,0.0018776183111383251
Mouse1_largest_euclid_distances_mean_2_deviation,0.0007053876956062626,0.0009318645528424991
Animal_1 three-point convex hull perimeter (mm) Nose-Lat_right-Tail_end_FEATURE_SUBSET,0.0007041481559283107,0.001428717707245082
Mouse1_largest_euclid_distances_mean_5_percentile_rank,0.0006942938662596918,0.0011518763505626653
Angle (degrees) Ear_right-Nose-Tail_base_FEATURE_SUBSET,0.0006939897481197708,0.0008119453618521403
Animal_1 four-point convex perimeter (mm) Ear_right-Nose-Lat_right-Tail_end_FEATURE_SUBSET,0.0006932088093225662,0.0011751961637023792
Mouse1_largest_euclid_distances_median_5,0.0006917586364496428,0.0010971538296522573
Tail_end_movement_M1_mean_6,0.00069155249875209,0.0009654577665174733
Centroid_movement_M1_sum_7.5,0.0006913293472421019,0.0008336609771093664
Mouse1_largest_euclid_distances_sum_2,0.0006902685119062493,0.0015927292399237761
Tail_end_movement_M1_mean_7.5,0.000689826960772509,0.0009363786572797098
Animal_1 three-point convex hull perimeter (mm) Ear_left-Center-Tail_end_FEATURE_SUBSET,0.000688222223705436,0.0012400540767241155
Tail_end_movement_M1_median_5,0.0006822480779152641,0.0009489110754942508
Mouse1_largest_euclid_distances_mean_7.5_deviation,0.0006814615963554172,0.0008856696171545441
Distance (mm) Tail_end-Ear_right_FEATURE_SUBSET,0.0006809790892674166,0.0010139601780849588
Animal_1 four-point convex perimeter (mm) Nose-Center-Tail_base-Tail_end_FEATURE_SUBSET,0.0006804191790720847,0.0017854043783056828
Animal_1 three-point convex hull perimeter (mm) Ear_right-Lat_right-Tail_end_FEATURE_SUBSET,0.0006786517766280537,0.001326902253542898
Animal_1 four-point convex perimeter (mm) Ear_right-Center-Lat_left-Tail_end_FEATURE_SUBSET,0.0006771853228982401,0.0012354853492726563
Mouse1_width_mean_5,0.000675180408049742,0.000843422319924219
Mouse1_smallest_euclid_distances_sum_7.5,0.0006742085682649229,0.0012517930403516
Animal_1 four-point convex perimeter (mm) Ear_left-Nose-Lat_right-Tail_end_FEATURE_SUBSET,0.000674036409303424,0.0011836257504213594
Animal_1 four-point convex perimeter (mm) Ear_right-Center-Lat_right-Tail_end_FEATURE_SUBSET,0.000673743427860306,0.0012402646168930666
Animal_1 four-point convex perimeter (mm) Ear_left-Ear_right-Tail_base-Tail_end_FEATURE_SUBSET,0.0006719835694794,0.0014828305849849729
Animal_1 four-point convex perimeter (mm) Ear_right-Nose-Tail_base-Tail_end_FEATURE_SUBSET,0.0006719732752689696,0.0012964291992097015
Animal_1 three-point convex hull perimeter (mm) Ear_right-Tail_base-Tail_end_FEATURE_SUBSET,0.0006715409222083167,0.0013025334464749703
Centroid_movement_M1_mean_7.5,0.0006678710383370107,0.000854937681793788
Mouse1_smallest_euclid_distances_mean_7.5_deviation,0.0006657438330462999,0.0008370418961100975
Mouse1_largest_euclid_distances_mean_7.5_percentile_rank,0.0006629767484301813,0.0009969160012340214
Animal_1 three-point convex hull perimeter (mm) Lat_left-Lat_right-Tail_end_FEATURE_SUBSET,0.0006628755364560104,0.0011091223276413654
Mouse1_width_sum_5,0.0006609212667305838,0.0008575804381545876
Tail_end_movement_M1_sum_6,0.0006597570443901992,0.000907849447764344
Distance (mm) Ear_right-Lat_left_FEATURE_SUBSET,0.0006565861297375571,0.0013446484370238912
Mouse1_smallest_euclid_distances_mean_6,0.0006526970651932883,0.001309528524783839
Animal_1 four-point convex perimeter (mm) Ear_right-Lat_left-Lat_right-Tail_end_FEATURE_SUBSET,0.0006524808563301067,0.0011705649405009673
Mouse1_largest_euclid_distances_median_2,0.0006517960927657024,0.0014334201681595246
Mouse1_largest_euclid_distances_mean_5_deviation,0.000650248434211092,0.0008961677588256376
Animal_1 three-point convex hull perimeter (mm) Ear_right-Lat_left-Tail_end_FEATURE_SUBSET,0.0006501788520569162,0.0011108107481777156
Mouse1_largest_euclid_distances_median_6,0.0006500554067238105,0.001091636744812306
Mouse1_smallest_euclid_distances_sum_6,0.0006498293178938297,0.0012793435541847181
Tail_end_movement_M1_sum_5,0.0006466252263122033,0.0009693840049041075
Angle (degrees) Center-Lat_left-Lat_right_FEATURE_SUBSET,0.0006462317427235027,0.0009439014852891224
Mouse1_largest_euclid_distances_mean_6_deviation,0.0006451295105677944,0.0009755611948054603
Mouse1_smallest_euclid_distances_mean_6_deviation,0.0006428271198258529,0.0008343863349576555
Mouse1_smallest_euclid_distances_mean_6_percentile_rank,0.0006427040014876411,0.0008624081586662348
Angle (degrees) Ear_left-Ear_right-Lat_right_FEATURE_SUBSET,0.0006424144341238362,0.000760439836679399
Mouse1_smallest_euclid_distances_mean_7.5_percentile_rank,0.0006417433186612501,0.0007512044398147966
Mouse1_largest_euclid_distances_mean_6,0.0006406835618201777,0.001234947717609834
R Animal_1 Lat_left in zone,0.0006403696220096169,0.002389134817601945
Mouse1_largest_euclid_distances_mean_6_percentile_rank,0.0006398668636881881,0.0009499530316555553
Mouse1_smallest_euclid_distances_mean_7.5,0.0006387781204428739,0.0008957477805723879
Animal_1 four-point convex perimeter (mm) Ear_right-Lat_left-Tail_base-Tail_end_FEATURE_SUBSET,0.0006361555057084863,0.0011684021029122282
Mouse1_mean_euclid_distances_mean_15_percentile_rank,0.0006358516661996751,0.000736285507036604
Angle (degrees) Ear_left-Ear_right-Center_FEATURE_SUBSET,0.0006346028953925455,0.0007598013021154569
Mouse1_largest_euclid_distances_sum_7.5,0.0006320686708467282,0.0010569397544103552
Animal_1 four-point convex perimeter (mm) Ear_left-Nose-Center-Tail_end_FEATURE_SUBSET,0.0006319064400205836,0.001381257542936012
Mouse1_smallest_euclid_distances_median_7.5,0.0006310986440961693,0.0009003423971263345
Tail_end_movement_M1_mean_5,0.0006294273884426745,0.0009698041212757344
Animal_1 four-point convex perimeter (mm) Ear_left-Center-Lat_left-Tail_end_FEATURE_SUBSET,0.00062915461693515,0.0010319044511827246
Mouse1_smallest_euclid_distances_mean_5_percentile_rank,0.0006254268376344547,0.0007969259527972704
R Animal_1 Lat_right in zone,0.0006252502385899599,0.002961371783210442
Animal_1 four-point convex perimeter (mm) Nose-Center-Lat_left-Tail_end_FEATURE_SUBSET,0.0006187966334607497,0.0012465098749999718
Animal_1 three-point convex hull perimeter (mm) Nose-Center-Tail_end_FEATURE_SUBSET,0.0006181849551641157,0.0012850316422179902
Mouse1_mean_euclid_distances_mean_15_deviation,0.0006181421638281957,0.0007416318827763467
Mouse1_largest_euclid_distances_mean_2,0.0006178344330520559,0.00129545912623516
Animal_1 four-point convex perimeter (mm) Nose-Lat_left-Lat_right-Tail_end_FEATURE_SUBSET,0.0006167943933208423,0.0012859609262293075
Mouse1_smallest_euclid_distances_mean_5_deviation,0.0006126630179060987,0.0008569932801023804
Animal_1 four-point convex perimeter (mm) Ear_left-Lat_left-Lat_right-Tail_end_FEATURE_SUBSET,0.0006115511629176924,0.001323718865544315
Mouse1_largest_euclid_distances_sum_6,0.0006108486051109179,0.0010661648742104413
Mouse1_smallest_euclid_distances_mean_5,0.0006096069334748253,0.0008444764974965766
Centroid_movement_M1_sum_6,0.0006086911474214777,0.0007939119757926062
Angle (degrees) Ear_left-Ear_right-Lat_left_FEATURE_SUBSET,0.0006069842521699249,0.0007676480086424096
Mouse1_largest_euclid_distances_mean_7.5,0.0006068815244176623,0.0009533352424394003
Mouse1_smallest_euclid_distances_sum_5,0.000603817200171146,0.0010328135513283793
Centroid_movement_M1_mean_6,0.0006009435504235441,0.0008205708525869427
Mouse1_smallest_euclid_distances_median_6,0.0006003572888875008,0.0008100226077354268
Animal_1 movement Nose (mm)_FEATURE_SUBSET,0.0006002506298286758,0.00124164472851364
Animal_1 four-point convex perimeter (mm) Ear_left-Ear_right-Center-Tail_end_FEATURE_SUBSET,0.0005993682690521313,0.0010942035486588592
Animal_1 three-point convex hull perimeter (mm) Ear_right-Center-Tail_end_FEATURE_SUBSET,0.0005960382718308137,0.001096135429377952
Distance (mm) Lat_right-Lat_left_FEATURE_SUBSET,0.0005954150952052056,0.0007777253381311903
Mouse1_width_mean_2,0.000594980006639483,0.0007630178670970027
Angle (degrees) Ear_left-Nose-Lat_left_FEATURE_SUBSET,0.0005906159243615809,0.0006673218902656054
Movement_mouse_nose,0.0005894797940755838,0.001058804278512422
M1_sum_euclidean_distance_hull,0.0005867913930457026,0.0013671086991858237
Mouse1_width_sum_2,0.0005863651679301026,0.0008221144077899632
Mouse_width,0.0005847806042180846,0.0007358265100239091
Mouse1_largest_euclid_distances_sum_5,0.0005845741022083621,0.001115288056774496
Mouse1_width_median_2,0.0005843069042545308,0.0007930732298095328
Mouse1_largest_euclid_distances_mean_5,0.0005818294901664954,0.0009742642846631104
Mouse1_mean_euclid_distances_mean_2_percentile_rank,0.0005799511515220801,0.0008657412510501151
Animal_1 four-point convex perimeter (mm) Ear_right-Center-Tail_base-Tail_end_FEATURE_SUBSET,0.0005792287142328586,0.0010087489686055537
Tail_base_movement_M1_sum_7.5,0.0005787687562985046,0.0008331388928784498
Total_movement_M1_sum_7.5,0.0005765859060935888,0.0008592628920923969
Mouse1_mean_euclid_distances_mean_2_deviation,0.0005733274899882773,0.0007933131730611423
Animal_1 four-point convex perimeter (mm) Ear_right-Nose-Center-Tail_end_FEATURE_SUBSET,0.000572550369654784,0.0010809595566964147
Mouse1_mean_euclid_distances_mean_5_percentile_rank,0.0005717317904383123,0.000881574842246506
Animal_1 Lat_left inside circle R (Boolean)_FEATURE_SUBSET,0.0005705522335300685,0.002292466536965635
Mouse1_mean_euclid_distances_mean_5_deviation,0.0005692605751830258,0.0011288029539837023
Total_movement_M1_mean_6,0.0005673830623031476,0.0011196502034118063
Total_movement_M1_median_7.5,0.0005656379737412255,0.000997348428074309
Centroid_movement_M1_median_7.5,0.0005644714167240734,0.000744124347164544
Tail_base_movement_M1_median_7.5,0.0005607376897030383,0.0007025353373203228
Tortuosity_Mouse1_15,0.0005583870970012761,0.0004849198729745001
Total_movement_M1_mean_7.5,0.0005563954526444473,0.0009032728882291335
Tail_base_movement_M1_mean_7.5,0.0005562441917427625,0.0007345912166567266
Animal_1 Lat_right inside circle R (Boolean)_FEATURE_SUBSET,0.000552750495780636,0.002825314104240266
M1_mean_euclidean_distance_hull,0.0005509575677118677,0.0013512476329464707
Mouse1_smallest_euclid_distances_median_5,0.0005507120610682002,0.0006787749897677818
Mouse1_mean_euclid_distances_mean_6_deviation,0.0005500303990557041,0.0008304914721685143
Mouse1_mean_euclid_distances_sum_7.5,0.0005462802734309565,0.0012783157491095688
Centroid_movement_M1_sum_5,0.0005413064312046067,0.0006837520738113207
Total_movement_M1_sum_6,0.0005321448928139644,0.000894647866711406
Mouse1_mean_euclid_distances_median_6,0.000529375566868148,0.001277894356407577
Mouse1_mean_euclid_distances_mean_6_percentile_rank,0.0005277666171902078,0.0007955350627007577
Mouse1_mean_euclid_distances_mean_7.5_percentile_rank,0.0005259489222804123,0.0007487786633996186
Mouse1_mean_euclid_distances_median_7.5,0.0005259077276772536,0.0009257090914198879
Mouse1_mean_euclid_distances_median_5,0.0005240687698972733,0.0011054802406566904
Total_movement_M1_median_6,0.0005231739141709783,0.0008935023878646707
Total_movement_M1_mean_5,0.0005214972262500663,0.0011127942423790184
Centroid_movement_M1_mean_5,0.0005205823036007399,0.0007019936603206206
Mouse1_mean_euclid_distances_mean_7.5_deviation,0.0005187832502232034,0.0007513530243188634
Centroid_movement_M1_median_6,0.0005161696396492067,0.0007629694046048446
Tail_base_movement_M1_sum_6,0.0005153274705704793,0.0007430114401284622
Mouse1_smallest_euclid_distances_sum_2,0.0005109947858892692,0.0008168750839947634
Mouse1_mean_euclid_distances_sum_6,0.0005069615957527537,0.0012157511599664125
Tail_base_movement_M1_mean_6,0.0005052438010154245,0.0007338225620127792
Mouse1_smallest_euclid_distances_mean_2_deviation,0.0005032247916529919,0.0006063220649504784
Total_movement_M1_median_5,0.0005009206927407478,0.0008486676561870456
Tail_base_movement_M1_sum_5,0.0004944227806309208,0.0006803737897577816
Mouse1_smallest_euclid_distances_mean_2_percentile_rank,0.0004928579598014122,0.000631199479997732
Tail_end_relative_to_tail_base_centroid_nose_M1_2,0.0004917152656077195,0.001017725929793548
Total_movement_M1_sum_5,0.0004899259845059733,0.0007728803695945919
Mouse1_mean_euclid_distances_sum_5,0.00048756725630672563,0.0012173253302929167
Tail_base_movement_M1_median_6,0.0004841637174946999,0.0006058143293511121
M1_smallest_euclid_distances_hull_deviation,0.0004810175853322504,0.0005867581274515914
Mouse1_mean_euclid_distances_mean_6,0.00047625319238920157,0.0009147879395223309
Mouse1_smallest_euclid_distances_median_2,0.00047511033790010725,0.0008635930942671497
Tail_base_movement_M1_mean_5,0.00046950012242363793,0.0006944346721193117
Mouse1_mean_euclid_distances_mean_5,0.0004628882590003796,0.000968069908711434
Mouse1_mean_euclid_distances_median_2,0.00046117548057218787,0.0011614941724977458
Mouse1_smallest_euclid_distances_mean_2,0.0004592021245783491,0.000565282407245855
Tail_base_movement_M1_median_5,0.0004567014667845324,0.0005697138285241373
Mouse1_mean_euclid_distances_sum_2,0.0004503025343371883,0.0011396461983169382
Mouse1_mean_euclid_distances_mean_7.5,0.0004485083310034126,0.000780138406263093
M1_smallest_euclidean_distance_hull,0.00044839841709554503,0.0006007727393006323
Centroid_movement_M1_median_5,0.0004413829316423579,0.0005926143384251315
Mouse1_mean_euclid_distances_mean_2,0.00043486166706707897,0.0010165634629240856
Tail_end_movement_M1_median_2,0.0004064561267170529,0.0005196626126911885
Total_movement_M1_sum_2,0.000397830575815048,0.0010254765899619365
Tail_end_movement_M1_sum_2,0.0003966521020900905,0.0005329443128716314
Tail_end_movement_M1_mean_2,0.0003956055866682435,0.0005407712079793855
Total_movement_M1_median_2,0.0003846091026285736,0.0006695011198051596
Total_movement_M1_mean_2,0.0003829708502861332,0.0007485384259910961
Tail_end_relative_to_tail_base_centroid_nose,0.00037746901428053684,0.0006858106876093967
Movement_mouse_left_ear,0.0003679132959421718,0.0005274740645680385
Animal_1 movement Ear_left (mm)_FEATURE_SUBSET,0.0003664349238180975,0.0004426288290247386
Tortuosity_Mouse1_7.5,0.0003565023068306113,0.0003542710756380616
Tail_base_movement_M1_mean_2,0.00035558005611957826,0.0005010826092620122
Movement_mouse_right_ear,0.00035149232362942346,0.0004243291168119311
Animal_1 movement Ear_right (mm)_FEATURE_SUBSET,0.00034504556596499144,0.0003981525841495862
Tail_base_movement_M1_median_2,0.000343436656498368,0.00045304824871069636
Animal_1 movement Tail_end (mm)_FEATURE_SUBSET,0.0003433975959419273,0.0007360645431995112
Tail_base_movement_M1_sum_2,0.00033702290115315055,0.00046814187573662893
Low_prob_detections_0.75,0.00033481878210039103,0.0012905928444176156
Tortuosity_Mouse1_6,0.00032253042659064607,0.00033002155663208055
Movement_mouse_tail_end,0.0003212297440929722,0.0004291236093983314
Centroid_movement_M1_median_2,0.0003103268192027861,0.00041897319963904114
Total_movement_all_bodyparts_M1,0.0003052903762279542,0.0004508962084387488
Centroid_movement_M1_mean_2,0.0003026105709428939,0.00037418495605504227
Tortuosity_Mouse1_5,0.0002967399518762522,0.00031063258724228966
Centroid_movement_M1_sum_2,0.00029198402176057757,0.0003674694523683545
Movement_mouse_tail_base,0.0002723207842561633,0.00030419123285770007
Mouse_polygon_size_change,0.00027019933645214587,0.00028933940365352836
Animal_1 movement Tail_base (mm)_FEATURE_SUBSET,0.000270146286334184,0.00032829546618560015
Animal_1 movement Lat_right (mm)_FEATURE_SUBSET,0.0002564592717274764,0.0002855255020663371
Movement_mouse_lateral_right,0.00025463967714237415,0.000279201909660799
Movement_mouse_lateral_left,0.000252968812233639,0.000309541906251134
Animal_1 movement Lat_left (mm)_FEATURE_SUBSET,0.00024889787972308186,0.00030497322355059394
Low_prob_detections_0.5,0.0002466564391222524,0.0007728261353438818
Tortuosity_Mouse1_2,0.0002458651247933015,0.0002532697866639807
Movement_mouse_deviation_percentile_rank,0.00023930914740798,0.00030314446519005703
Animal_1 movement Center (mm)_FEATURE_SUBSET,0.00023925663964507766,0.0002905396203036752
Movement_mouse_centroid,0.00023915609839566604,0.000281397996489063
Movement_mouse_percentile_rank,0.00023865559607398973,0.00030484393021722633
R Animal_1 Tail_end in zone,0.00020044693784697278,0.0008247387690737027
L Animal_1 facing,0.00019742254301684717,0.000841346340144013
Animal_1 Tail_end inside circle R (Boolean)_FEATURE_SUBSET,0.0001824555583121568,0.0006746571142860473
R Animal_1 Tail_base in zone,0.00011771124992477655,0.0016102451195679779
R Animal_1 Center in zone,0.00010993742082725056,0.0006255527537611282
Animal_1 Center inside circle R (Boolean)_FEATURE_SUBSET,0.00010614983219271158,0.0005619069717003888
L Animal_1 Nose in zone,0.00010519197113138358,0.000919021338302062
Animal_1 Tail_base inside circle R (Boolean)_FEATURE_SUBSET,0.00010229341861259011,0.0011873006914284476
Animal_1 Nose inside circle L (Boolean)_FEATURE_SUBSET,6.114041678159429e-05,0.0005435593212467001
L Animal_1 Tail_end in zone,5.9788790416249465e-05,0.00031203506563968184
Animal_1 Tail_end inside circle L (Boolean)_FEATURE_SUBSET,5.409454263412015e-05,0.0002426155621697472
Animal_1 Tail_base inside circle L (Boolean)_FEATURE_SUBSET,3.675212393686825e-05,0.0004214857587394006
Low_prob_detections_0.1,2.59837807670458e-05,0.00011526650628183861
L Animal_1 Tail_base in zone,2.490369821271613e-05,0.00022975790589852707
L Animal_1 Center in zone,1.760983756915426e-05,0.00018935527373939806
Animal_1 Center inside circle L (Boolean)_FEATURE_SUBSET,1.6409738276065514e-05,0.00016847525771955345
Animal_1 Ear_left inside circle L (Boolean)_FEATURE_SUBSET,1.2467235711656597e-05,0.0004426484172473503
L Animal_1 Ear_right in zone,1.0112566486245015e-05,0.00028700554135575163
Animal_1 Lat_left inside circle L (Boolean)_FEATURE_SUBSET,8.76276949963686e-06,8.161664388279207e-05
Animal_1 Lat_right inside circle L (Boolean)_FEATURE_SUBSET,7.892227120558454e-06,5.0027435131729816e-05
L Animal_1 Ear_left in zone,6.887182389993177e-06,0.00020497258686285696
L Animal_1 Lat_left in zone,6.65865016952769e-06,6.071156841513996e-05
L Animal_1 Lat_right in zone,5.235186464428987e-06,3.630204650074501e-05
Animal_1 Ear_right inside circle L (Boolean)_FEATURE_SUBSET,4.798252494584922e-06,0.0001267405758840672
