FEATURE,FEATURE_IMPORTANCE_MEAN,FEATURE_IMPORTANCE_STDEV
Animal_1 four-point convex perimeter (mm) Ear_left-Center-Lat_left-Lat_right_FEATURE_SUBSET,0.0008404437549826089,0.0013065645017879333
Mouse1_smallest_euclid_distances_mean_6,0.0008385783757650824,0.001210903168945245
Mouse1_mean_euclid_distances_mean_2_deviation,0.0008384151267530503,0.0017340539053225812
Animal_1 three-point convex hull perimeter (mm) Ear_left-Center-Lat_right_FEATURE_SUBSET,0.0008379424681636931,0.001180435620993114
Animal_1 three-point convex hull perimeter (mm) Lat_right-Tail_base-Tail_end_FEATURE_SUBSET,0.00083679041147084,0.0012786162555985976
Angle (degrees) Ear_left-Ear_right-Center_FEATURE_SUBSET,0.0008366827283999768,0.0009546592959378024
Mouse1_width_sum_7.5,0.0008339820166318644,0.001218331321395336
Total_movement_M1_median_7.5,0.0008322842264543923,0.001431549409977304
Mouse1_width_sum_6,0.0008305188566159723,0.0010547815987990337
M1_largest_euclid_distances_hull_deviation,0.0008270355879297558,0.0013097836529590782
Angle (degrees) Ear_left-Center-Lat_right_FEATURE_SUBSET,0.0008261228674081514,0.0008935025203852249
Mouse1_smallest_euclid_distances_mean_7.5,0.0008224948626882468,0.0011181283499621664
Mouse1_mean_euclid_distances_mean_5_percentile_rank,0.0008220416290765871,0.0016142667973049617
Mouse1_largest_euclid_distances_mean_15_deviation,0.000821446398460932,0.0009605435023291366
Angle (degrees) Ear_left-Ear_right-Lat_left_FEATURE_SUBSET,0.0008210360790360129,0.000983036921147982
Centroid_movement_M1_sum_7.5,0.0008206340782841246,0.001283664024491312
Mouse1_largest_euclid_distances_mean_15_percentile_rank,0.0008194756649712092,0.0009100456299909452
Animal_1 three-point convex hull perimeter (mm) Ear_left-Ear_right-Center_FEATURE_SUBSET,0.0008188530795138134,0.0011859727115590584
Animal_1 four-point convex perimeter (mm) Ear_left-Ear_right-Lat_left-Lat_right_FEATURE_SUBSET,0.000818298726896015,0.0012199911803581886
Mouse1_mean_euclid_distances_median_5,0.0008177060827832689,0.0020796833635073
Mouse1_mean_euclid_distances_mean_6,0.0008160040861723174,0.002168556174855326
Animal_1 four-point convex perimeter (mm) Ear_left-Nose-Lat_left-Tail_base_FEATURE_SUBSET,0.0008141872681479556,0.0021622528458373124
Animal_1 four-point convex perimeter (mm) Lat_left-Lat_right-Tail_base-Tail_end_FEATURE_SUBSET,0.00081354730352732,0.0012313607140734045
Animal_1 four-point convex perimeter (mm) Ear_left-Ear_right-Lat_left-Tail_base_FEATURE_SUBSET,0.0008131724932079471,0.0012476440189111188
Mouse1_smallest_euclid_distances_median_6,0.0008115673037312339,0.0010882173136304695
Mouse1_smallest_euclid_distances_mean_2_percentile_rank,0.0008105784790385127,0.0009421679250797622
Distance (mm) Tail_end-Ear_right_FEATURE_SUBSET,0.0008076091851246741,0.0011720821867996533
Tail_end_movement_M1_mean_6,0.0008074008406313146,0.0010308131764308005
Angle (degrees) Center-Lat_left-Lat_right_FEATURE_SUBSET,0.0008054698922982779,0.0007412229662079986
Animal_1 three-point convex hull perimeter (mm) Lat_left-Lat_right-Tail_end_FEATURE_SUBSET,0.0008050558145270251,0.0011846642580596318
Mouse1_mean_euclid_distances_median_6,0.0008049144631717953,0.001840744388716949
Mouse1_width_mean_6,0.000803661814527471,0.001015513373589914
Animal_1 four-point convex perimeter (mm) Nose-Lat_left-Lat_right-Tail_base_FEATURE_SUBSET,0.0008022451390479166,0.0015069737719225727
Mouse1_mean_euclid_distances_mean_7.5_deviation,0.0008021500101765706,0.0012656731926112066
Animal_1 four-point convex perimeter (mm) Ear_left-Ear_right-Center-Lat_right_FEATURE_SUBSET,0.0007994603294781079,0.0010930636815039427
Tail_end_movement_M1_median_5,0.0007966881727957486,0.0009683523213589026
Mouse1_width_mean_5,0.0007964524137291641,0.0010562175302141778
Tail_end_movement_M1_sum_6,0.0007946646659493989,0.001042233231303292
Centroid_movement_M1_mean_7.5,0.0007910886950159663,0.0012595497008616738
Mouse1_width_sum_5,0.0007863421013235547,0.001074762640276185
Animal_1 three-point convex hull perimeter (mm) Ear_left-Ear_right-Lat_left_FEATURE_SUBSET,0.0007849457773854982,0.001039136314734175
Mouse1_smallest_euclid_distances_median_5,0.0007847989291987564,0.0010443676195631996
Animal_1 four-point convex perimeter (mm) Ear_left-Lat_left-Lat_right-Tail_base_FEATURE_SUBSET,0.0007804798535077423,0.001175384347646517
Animal_1 four-point convex perimeter (mm) Ear_left-Lat_right-Tail_base-Tail_end_FEATURE_SUBSET,0.0007796741639213453,0.0015370676246200315
Animal_1 four-point convex perimeter (mm) Nose-Center-Lat_left-Tail_base_FEATURE_SUBSET,0.0007771008251103735,0.0017632028620255017
Animal_1 four-point convex perimeter (mm) Center-Lat_left-Lat_right-Tail_end_FEATURE_SUBSET,0.0007768686342628341,0.0010670599425310191
Mouse1_smallest_euclid_distances_sum_5,0.0007745473069544254,0.0010846842079805957
Mouse1_smallest_euclid_distances_sum_6,0.0007739617642217226,0.0010424844205960254
Animal_1 four-point convex perimeter (mm) Ear_right-Center-Tail_base-Tail_end_FEATURE_SUBSET,0.0007713917635277589,0.0014628313112749545
Mouse1_mean_euclid_distances_sum_5,0.0007688613477377757,0.0018872193878253694
Animal_1 three-point convex hull perimeter (mm) Center-Lat_left-Lat_right_FEATURE_SUBSET,0.0007686558365349827,0.0008522957189181316
Centroid_movement_M1_median_6,0.0007672606922272952,0.0012112323507615706
Mouse1_width_median_2,0.0007642232971967022,0.0009936821903865926
Animal_1 Tail_base inside circle L (Boolean)_FEATURE_SUBSET,0.0007576217260737047,0.004104369526744486
Tail_end_relative_to_tail_base_centroid_nose_M1_6,0.0007571643351201889,0.00136469205928664
Total_movement_M1_mean_2_percentile_rank,0.0007551934053082856,0.0011677661740549206
Mouse1_width_mean_2,0.0007540881027446346,0.0009713922104570104
Distance (mm) Lat_right-Lat_left_FEATURE_SUBSET,0.0007538286810738157,0.00106866694622625
Tail_end_movement_M1_mean_5,0.0007537390273081397,0.0010604592575338937
Animal_1 four-point convex perimeter (mm) Ear_left-Ear_right-Center-Lat_left_FEATURE_SUBSET,0.0007480076660404152,0.0010601509447882452
Mouse1_smallest_euclid_distances_mean_2_deviation,0.0007422856977932777,0.0008402738772619056
Mouse1_largest_euclid_distances_median_7.5,0.0007420001687957505,0.0011025626202217486
Mouse_width,0.0007416375934943074,0.0008959841572118813
Tail_end_movement_M1_sum_5,0.0007411526971044307,0.001012826558453381
Centroid_movement_M1_mean_6,0.0007400335435215407,0.0011218006380104538
Movement_mouse_deviation_centroid,0.0007395598513065848,0.0018523329775048066
Tail_end_relative_to_tail_base_centroid_nose_M1_7.5,0.0007359021848763413,0.0008597651809529518
Mouse1_width_sum_2,0.0007352403373181508,0.0009448581404577269
Mouse1_smallest_euclid_distances_mean_5,0.000734106532657638,0.001034009769522819
Animal_1 three-point convex hull perimeter (mm) Ear_right-Nose-Tail_end_FEATURE_SUBSET,0.0007340269668793891,0.0010705506638597863
Animal_1 three-point convex hull perimeter (mm) Ear_right-Lat_left-Tail_end_FEATURE_SUBSET,0.0007316471224488534,0.0011840451635103143
Animal_1 three-point convex hull perimeter (mm) Ear_right-Lat_right-Tail_end_FEATURE_SUBSET,0.0007291659973331999,0.0010925780253223858
Animal_1 three-point convex hull perimeter (mm) Ear_left-Ear_right-Tail_end_FEATURE_SUBSET,0.0007281891777555693,0.001053170669231339
Centroid_movement_M1_sum_6,0.0007223197921921041,0.0010546836427316661
Animal_1 Lat_left inside circle L (Boolean)_FEATURE_SUBSET,0.0007195869940697839,0.0030300051866722854
Animal_1 four-point convex perimeter (mm) Ear_right-Lat_left-Tail_base-Tail_end_FEATURE_SUBSET,0.0007171802676548364,0.0013925735986525054
Tail_base_movement_M1_mean_7.5,0.0007152982545825488,0.000932189428275623
Distance (mm) Tail_end-Ear_left_FEATURE_SUBSET,0.0007126199529963943,0.0009146895234276263
Animal_1 three-point convex hull perimeter (mm) Ear_left-Nose-Tail_end_FEATURE_SUBSET,0.0007106088664569224,0.0011320346567735022
M1_largest_euclidean_distance_hull,0.0007094450130562414,0.0011233857007881295
Animal_1 four-point convex perimeter (mm) Ear_right-Nose-Lat_right-Tail_end_FEATURE_SUBSET,0.0007045447577897288,0.001233995642889444
Animal_1 four-point convex perimeter (mm) Nose-Center-Lat_left-Tail_end_FEATURE_SUBSET,0.0007026827870952942,0.0013071247671089953
Total_movement_M1_mean_7.5,0.0007009033328812958,0.0011447285582406074
Mouse1_mean_euclid_distances_sum_6,0.0006998365344096006,0.0016121264479576007
M1_smallest_euclid_distances_hull_deviation,0.0006972380168559968,0.0008080820926827403
Mouse1_mean_euclid_distances_mean_5,0.0006946881876279562,0.0016244006192897174
Total_movement_M1_sum_7.5,0.0006943704277850465,0.0010764959999320866
Tail_base_movement_M1_median_7.5,0.0006941347430318933,0.0008863302917863133
Total_movement_M1_median_5,0.0006936185421491494,0.0012108998276769021
Animal_1 three-point convex hull perimeter (mm) Nose-Lat_left-Tail_end_FEATURE_SUBSET,0.0006932530451272538,0.0010439893153584327
Animal_1 four-point convex perimeter (mm) Ear_left-Ear_right-Nose-Tail_end_FEATURE_SUBSET,0.0006872509506565202,0.0010326186154454575
Animal_1 four-point convex perimeter (mm) Ear_right-Center-Lat_right-Tail_end_FEATURE_SUBSET,0.0006872216365047271,0.001029821391273895
Mouse1_largest_euclid_distances_median_6,0.0006805137022599529,0.001076028349797656
Animal_1 three-point convex hull perimeter (mm) Ear_left-Lat_left-Tail_end_FEATURE_SUBSET,0.000679677965964152,0.001058460255638769
Animal_1 three-point convex hull perimeter (mm) Ear_right-Center-Tail_end_FEATURE_SUBSET,0.0006772016223786171,0.0011378677353333186
Mouse1_largest_euclid_distances_median_5,0.0006767504762915751,0.0010107271692620487
Animal_1 four-point convex perimeter (mm) Ear_left-Nose-Lat_right-Tail_end_FEATURE_SUBSET,0.0006763086487206987,0.0011086540161729618
Animal_1 three-point convex hull perimeter (mm) Nose-Lat_right-Tail_end_FEATURE_SUBSET,0.0006759362091696587,0.0009738654398726248
Animal_1 four-point convex perimeter (mm) Ear_right-Lat_left-Lat_right-Tail_end_FEATURE_SUBSET,0.0006758795501007066,0.0011275818263530397
Animal_1 three-point convex hull perimeter (mm) Ear_left-Tail_base-Tail_end_FEATURE_SUBSET,0.0006727021076608592,0.0011188729290383939
Tail_base_movement_M1_sum_7.5,0.0006717873609569899,0.0008175706608187133
Animal_1 three-point convex hull perimeter (mm) Nose-Tail_base-Tail_end_FEATURE_SUBSET,0.0006705300489151483,0.0012638738668618572
Animal_1 four-point convex perimeter (mm) Ear_right-Nose-Center-Tail_end_FEATURE_SUBSET,0.0006664645867739252,0.0012044444601296445
Animal_1 three-point convex hull perimeter (mm) Ear_left-Lat_right-Tail_end_FEATURE_SUBSET,0.0006660331701962576,0.0011733078802209527
Total_movement_M1_sum_6,0.0006645295047652346,0.0011207749881419538
M1_sum_euclidean_distance_hull,0.000663389879853006,0.0016022003563198222
Animal_1 movement Nose (mm)_FEATURE_SUBSET,0.0006602665986285188,0.0009563145833415
Animal_1 four-point convex perimeter (mm) Ear_right-Nose-Lat_left-Tail_end_FEATURE_SUBSET,0.0006599996056423548,0.001273002907181092
Mouse_poly_area,0.0006554733373614839,0.00164454547033811
Movement_mouse_nose,0.0006544084775313511,0.0008653403964619927
Mouse1_largest_euclid_distances_mean_7.5_percentile_rank,0.0006541396238744527,0.0008300834119767556
Mouse1_largest_euclid_distances_sum_7.5,0.0006537564835737314,0.0011021397970081533
Total_movement_M1_median_6,0.0006536631624711745,0.0011296421591956542
M1_mean_euclidean_distance_hull,0.000653382738182931,0.0016571520869132336
Tail_base_movement_M1_mean_6,0.000652416654854926,0.0008113148877580527
Mouse1_largest_euclid_distances_mean_7.5_deviation,0.0006507297872957628,0.0007731680556443719
Total_movement_M1_mean_5,0.000649209163210425,0.0011178222517436985
Centroid_movement_M1_median_5,0.0006489524328691459,0.0010044052127907146
Animal_1 four-point convex perimeter (mm) Ear_right-Center-Lat_left-Tail_end_FEATURE_SUBSET,0.0006484560097880095,0.0010701736283888028
Total_movement_M1_mean_6,0.0006469450875889614,0.001025623252673557
Centroid_movement_M1_mean_5,0.0006467042713621441,0.0009461008926087367
Animal_1 four-point convex perimeter (mm) Nose-Lat_left-Lat_right-Tail_end_FEATURE_SUBSET,0.0006452098803288313,0.0011173811268944786
Tail_end_relative_to_tail_base_centroid_nose_M1_5,0.0006451803798848655,0.0008223403017062429
Tail_base_movement_M1_sum_6,0.0006430846291855876,0.000797890169776169
Total_movement_all_bodyparts_deviation,0.000642032098178248,0.00088613255393711
Centroid_movement_M1_sum_5,0.0006406251114444227,0.00103670157073768
Animal_1 four-point convex perimeter (mm) Ear_left-Center-Lat_left-Tail_end_FEATURE_SUBSET,0.0006396554883666437,0.0008580984869611286
Mouse1_largest_euclid_distances_mean_2_percentile_rank,0.0006383131447644327,0.0008365314819646247
Animal_1 movement Ear_right (mm)_FEATURE_SUBSET,0.000637911589940996,0.0007483675621595895
Animal_1 four-point convex perimeter (mm) Ear_left-Nose-Lat_left-Tail_end_FEATURE_SUBSET,0.0006363725295448811,0.0010760521482785332
Animal_1 four-point convex perimeter (mm) Ear_left-Lat_left-Lat_right-Tail_end_FEATURE_SUBSET,0.0006355636418178711,0.0009655020170964465
Animal_1 four-point convex perimeter (mm) Ear_left-Nose-Center-Tail_end_FEATURE_SUBSET,0.000633859836316223,0.0011528887782389621
Mouse1_mean_euclid_distances_median_2,0.0006322937184017593,0.001736794551788271
Mouse1_largest_euclid_distances_sum_6,0.00063087436241228,0.001048512590561073
Tail_base_movement_M1_median_6,0.0006307044018081183,0.0007902818101570572
Animal_1 four-point convex perimeter (mm) Ear_left-Ear_right-Lat_right-Tail_end_FEATURE_SUBSET,0.0006303805755264977,0.000982637102857733
Animal_1 four-point convex perimeter (mm) Ear_left-Ear_right-Lat_left-Tail_end_FEATURE_SUBSET,0.000630079127764492,0.0008386667105334403
Animal_1 four-point convex perimeter (mm) Ear_right-Nose-Tail_base-Tail_end_FEATURE_SUBSET,0.0006290893936270191,0.0013434991646316136
Movement_mouse_right_ear,0.0006262256071949881,0.0007912982250192251
Mouse1_largest_euclid_distances_mean_2_deviation,0.0006246743930748581,0.0008006462040281392
Mouse1_largest_euclid_distances_mean_6_deviation,0.0006211675072110795,0.0008115352300679168
Mouse1_largest_euclid_distances_mean_5_percentile_rank,0.0006209390088138829,0.0007834685230709839
Animal_1 four-point convex perimeter (mm) Nose-Center-Lat_right-Tail_end_FEATURE_SUBSET,0.0006185367227841029,0.0009355809045353189
Mouse1_smallest_euclid_distances_median_2,0.0006181591350956013,0.0007976397220802015
Animal_1 four-point convex perimeter (mm) Ear_left-Center-Tail_base-Tail_end_FEATURE_SUBSET,0.000615647321835664,0.0010451737365575649
M1_smallest_euclidean_distance_hull,0.0006146580914688518,0.0008614992593768351
Mouse1_smallest_euclid_distances_mean_2,0.0006139326667696113,0.0008252364293796907
Tail_base_movement_M1_sum_5,0.0006111254373078024,0.0007867299672051725
Total_movement_M1_sum_5,0.0006106361687471872,0.0009318543894550513
Animal_1 three-point convex hull perimeter (mm) Nose-Center-Tail_end_FEATURE_SUBSET,0.0006070376035819805,0.0009446782803453859
Animal_1 four-point convex perimeter (mm) Nose-Lat_right-Tail_base-Tail_end_FEATURE_SUBSET,0.000606626394339677,0.0010727566471190782
Animal_1 four-point convex perimeter (mm) Nose-Lat_left-Tail_base-Tail_end_FEATURE_SUBSET,0.0006055777111617491,0.0010694745471492777
Mouse1_mean_euclid_distances_sum_2,0.0006046091797176213,0.001577746265739157
Mouse1_largest_euclid_distances_mean_7.5,0.0006018109425015684,0.0009421643367709774
Mouse1_largest_euclid_distances_sum_5,0.000601068806980716,0.0010086091408719675
Tail_base_movement_M1_mean_5,0.0006007770621196572,0.0007487074037243127
Animal_1 three-point convex hull perimeter (mm) Ear_left-Center-Tail_end_FEATURE_SUBSET,0.0006002603695252571,0.0009313735429289783
Animal_1 four-point convex perimeter (mm) Nose-Center-Tail_base-Tail_end_FEATURE_SUBSET,0.0005996454662401386,0.0012333461628733738
Mouse1_largest_euclid_distances_mean_5_deviation,0.0005996188251124857,0.0007941912014261092
Movement_mouse_left_ear,0.0005991999045909533,0.0007064652528654062
Animal_1 four-point convex perimeter (mm) Ear_left-Lat_left-Tail_base-Tail_end_FEATURE_SUBSET,0.0005960223371614555,0.0009314969920379374
Mouse1_largest_euclid_distances_mean_5,0.0005949304618503865,0.0009861153624418225
Mouse1_largest_euclid_distances_mean_6_percentile_rank,0.0005930016609118263,0.0007560999140239632
Mouse1_smallest_euclid_distances_sum_2,0.0005888152121900863,0.0007089139331048671
Animal_1 movement Ear_left (mm)_FEATURE_SUBSET,0.0005868902281647195,0.0007548617991137096
Animal_1 four-point convex perimeter (mm) Ear_left-Center-Lat_right-Tail_end_FEATURE_SUBSET,0.0005801032965579585,0.0008268416491927167
L Animal_1 Tail_base in zone,0.0005798630171340789,0.003346655797677882
Mouse1_largest_euclid_distances_mean_6,0.0005776985090200087,0.0008874270198262595
Mouse1_largest_euclid_distances_mean_2,0.0005767637480846357,0.0009684129188029456
Mouse1_largest_euclid_distances_sum_2,0.0005766115445153132,0.0010051827830709367
L Animal_1 Lat_left in zone,0.0005725271295565337,0.0024731646775293984
Mouse1_largest_euclid_distances_median_2,0.0005685635441111427,0.0009482972475814058
Tail_base_movement_M1_median_5,0.0005661857390382078,0.0006886672723955535
Mouse1_mean_euclid_distances_mean_2,0.0005634397957137923,0.001335236009477361
Tail_end_relative_to_tail_base_centroid_nose_M1_2,0.0005578187536502269,0.0007248875059576021
Animal_1 four-point convex perimeter (mm) Ear_left-Ear_right-Center-Tail_end_FEATURE_SUBSET,0.0005535740014433584,0.0007698130347764603
Tortuosity_Mouse1_15,0.0005523011799695944,0.00050153494375636
Total_movement_M1_median_2,0.0005401789489237306,0.0008418726566274308
Total_movement_M1_mean_2,0.000537073379113766,0.0008454309757845923
Animal_1 four-point convex perimeter (mm) Ear_left-Nose-Tail_base-Tail_end_FEATURE_SUBSET,0.000534856092600935,0.001022082393905092
Animal_1 Center inside circle L (Boolean)_FEATURE_SUBSET,0.0005239773879782475,0.002945698728342205
Total_movement_M1_sum_2,0.000505912246255612,0.000777534284422092
Tail_end_movement_M1_median_2,0.0004912730614080361,0.0006857292645955661
Tail_end_movement_M1_mean_2,0.0004760929118080846,0.0006616475492044623
Tail_end_relative_to_tail_base_centroid_nose,0.000463040994366579,0.0005457109690108332
Tail_end_movement_M1_sum_2,0.00045430774878177886,0.0005746865193652359
Total_movement_all_bodyparts_M1,0.00045055279394744507,0.0006886262415570575
Tail_base_movement_M1_mean_2,0.00044542163183900087,0.0006064201531108067
Centroid_movement_M1_mean_2,0.0004319664830591982,0.0005952463559859213
Tail_base_movement_M1_sum_2,0.00042722338500960396,0.0005233825313587856
Centroid_movement_M1_sum_2,0.0004272171554367029,0.000580484987100013
Tortuosity_Mouse1_7.5,0.00041801114063605036,0.00038232603417475737
Tail_base_movement_M1_median_2,0.00041245708483253355,0.0005600202330918787
Centroid_movement_M1_median_2,0.0004101696944847685,0.0005211171640402112
L Animal_1 Center in zone,0.00040539678863136787,0.002128597698548524
Tortuosity_Mouse1_6,0.0003969187975861372,0.0003697280830943712
Tortuosity_Mouse1_5,0.00037905515284721405,0.0003581472068855193
Animal_1 movement Tail_end (mm)_FEATURE_SUBSET,0.00037128257677091246,0.00043382263425520857
Animal_1 movement Lat_left (mm)_FEATURE_SUBSET,0.00036846345092874966,0.0003726168726824782
Movement_mouse_lateral_left,0.0003664590774760298,0.00040103811826333596
Low_prob_detections_0.75,0.00036517405408561165,0.0007874822948339048
Animal_1 movement Lat_right (mm)_FEATURE_SUBSET,0.00036290276749134914,0.0004757600330202527
Movement_mouse_tail_end,0.0003615849460092649,0.0004156913615471772
Movement_mouse_percentile_rank,0.00035820075513762277,0.0004524180569532143
Movement_mouse_tail_base,0.00035247521349802215,0.00041289822138073013
Movement_mouse_lateral_right,0.0003478374251515117,0.0004067445451508668
Animal_1 movement Tail_base (mm)_FEATURE_SUBSET,0.000345566606433417,0.00040207473814308603
Movement_mouse_deviation_percentile_rank,0.0003433438694156313,0.0004215780384689711
Mouse_polygon_size_change,0.00034030363167587407,0.0003238477385404981
Animal_1 movement Center (mm)_FEATURE_SUBSET,0.00032216538264617306,0.0004071974619128349
Movement_mouse_centroid,0.00032129646495002926,0.0003831581255108029
Tortuosity_Mouse1_2,0.0002821071613291994,0.0002792790884819532
R Animal_1 facing,0.00020588379475464786,0.0008240375713725291
Low_prob_detections_0.5,0.00020394347335698585,0.0005225404332268107
R Animal_1 Nose in zone,0.00018287376239600333,0.0011448357461071447
Animal_1 Nose inside circle R (Boolean)_FEATURE_SUBSET,0.00013204372863035108,0.0008012423882140671
R Animal_1 Tail_end in zone,6.285289406943754e-05,0.000435740713418817
Animal_1 Tail_end inside circle R (Boolean)_FEATURE_SUBSET,6.138024230276441e-05,0.00038699259499595437
Animal_1 Tail_base inside circle R (Boolean)_FEATURE_SUBSET,4.651956426283818e-05,0.0002909979729030189
R Animal_1 Tail_base in zone,3.091471685784774e-05,0.0001706199900920409
Animal_1 Ear_right inside circle R (Boolean)_FEATURE_SUBSET,2.8869419994727606e-05,0.0003376505200734596
R Animal_1 Ear_right in zone,2.879090762514495e-05,0.000392239001479092
Animal_1 Ear_left inside circle R (Boolean)_FEATURE_SUBSET,2.597708014291778e-05,0.00019215198101735594
R Animal_1 Ear_left in zone,2.4234560922493765e-05,0.00018763769871888003
L Animal_1 Tail_end in zone,2.2325350946239175e-05,0.00012830478406042367
Animal_1 Tail_end inside circle L (Boolean)_FEATURE_SUBSET,2.1892922774622603e-05,0.00011351922573822627
Low_prob_detections_0.1,2.1510414341419813e-05,0.00010804205369265572
R Animal_1 Lat_left in zone,1.458198444197893e-05,9.01661015824297e-05
Animal_1 Lat_left inside circle R (Boolean)_FEATURE_SUBSET,1.372815989684328e-05,6.853876146244946e-05
Animal_1 Center inside circle R (Boolean)_FEATURE_SUBSET,8.755501885262067e-06,7.885905209669924e-05
R Animal_1 Center in zone,8.417780996868952e-06,7.239356812141484e-05
R Animal_1 Lat_right in zone,8.040583246546616e-06,6.480464914494797e-05
Animal_1 Lat_right inside circle R (Boolean)_FEATURE_SUBSET,7.521068468835147e-06,6.162673107253597e-05
