VIDEO,TIME BIN #,START TIME,END TIME,ANIMAL,BODY-PART,MEASUREMENT,VALUE
04Training_rat09,43,00:00:43.000,00:00:44.000,Animal_1,Center,Movement (cm),3.2458892458516244
04Training_rat09,44,00:00:44.000,00:00:45.000,Animal_1,Center,Movement (cm),18.145509270209804
04Training_rat09,45,00:00:45.000,00:00:46.000,Animal_1,Center,Movement (cm),8.13414576701934
04Training_rat09,46,00:00:46.000,00:00:47.000,Animal_1,Center,Movement (cm),9.936995812550334
04Training_rat09,47,00:00:47.000,00:00:48.000,Animal_1,Center,Movement (cm),15.795733846181339
04Training_rat09,48,00:00:48.000,00:00:49.000,Animal_1,Center,Movement (cm),27.287872957569256
04Training_rat09,49,00:00:49.000,00:00:50.000,Animal_1,Center,Movement (cm),23.405854614222854
04Training_rat09,50,00:00:50.000,00:00:51.000,Animal_1,Center,Movement (cm),14.710309075450308
04Training_rat09,51,00:00:51.000,00:00:52.000,Animal_1,Center,Movement (cm),2.759916732889119
04Training_rat09,52,00:00:52.000,00:00:53.000,Animal_1,Center,Movement (cm),3.487658969908458
04Training_rat09,53,00:00:53.000,00:00:54.000,Animal_1,Center,Movement (cm),5.129277960424232
04Training_rat09,54,00:00:54.000,00:00:55.000,Animal_1,Center,Movement (cm),2.0204059877352685
04Training_rat09,55,00:00:55.000,00:00:56.000,Animal_1,Center,Movement (cm),6.690486505107304
04Training_rat09,56,00:00:56.000,00:00:57.000,Animal_1,Center,Movement (cm),7.612241992718387
04Training_rat09,57,00:00:57.000,00:00:58.000,Animal_1,Center,Movement (cm),3.5884671065079923
04Training_rat09,58,00:00:58.000,00:00:59.000,Animal_1,Center,Movement (cm),3.4921095952412813
04Training_rat09,59,00:00:59.000,00:01:00.000,Animal_1,Center,Movement (cm),3.4384632265046036
04Training_rat09,60,00:01:00.000,00:01:01.000,Animal_1,Center,Movement (cm),4.763851362224777
04Training_rat09,61,00:01:01.000,00:01:02.000,Animal_1,Center,Movement (cm),6.696168644664826
04Training_rat09,62,00:01:02.000,00:01:03.000,Animal_1,Center,Movement (cm),26.996934370588473
04Training_rat09,63,00:01:03.000,00:01:04.000,Animal_1,Center,Movement (cm),24.158226434117264
04Training_rat09,64,00:01:04.000,00:01:05.000,Animal_1,Center,Movement (cm),20.120389598262385
04Training_rat09,65,00:01:05.000,00:01:06.000,Animal_1,Center,Movement (cm),16.658405412967348
04Training_rat09,66,00:01:06.000,00:01:07.000,Animal_1,Center,Movement (cm),18.33174216460515
04Training_rat09,67,00:01:07.000,00:01:08.000,Animal_1,Center,Movement (cm),7.581629135688158
04Training_rat09,68,00:01:08.000,00:01:09.000,Animal_1,Center,Movement (cm),11.531729003342996
04Training_rat09,69,00:01:09.000,00:01:09.519,Animal_1,Center,Movement (cm),1.4330164848260734
04Training_rat10,0,00:00:00.000,00:00:01.000,Animal_1,Center,Movement (cm),17.05816216764774
04Training_rat10,1,00:00:01.000,00:00:02.000,Animal_1,Center,Movement (cm),37.666796752822485
04Training_rat10,2,00:00:02.000,00:00:03.000,Animal_1,Center,Movement (cm),36.1184715834314
04Training_rat10,3,00:00:03.000,00:00:04.000,Animal_1,Center,Movement (cm),38.478054148320865
04Training_rat10,4,00:00:04.000,00:00:05.000,Animal_1,Center,Movement (cm),17.959292940929327
04Training_rat10,5,00:00:05.000,00:00:06.000,Animal_1,Center,Movement (cm),9.78029344679997
04Training_rat10,6,00:00:06.000,00:00:07.000,Animal_1,Center,Movement (cm),4.030984955143639
04Training_rat10,7,00:00:07.000,00:00:08.000,Animal_1,Center,Movement (cm),11.125167925072649
04Training_rat10,8,00:00:08.000,00:00:09.000,Animal_1,Center,Movement (cm),3.4380147236842715
04Training_rat10,9,00:00:09.000,00:00:10.000,Animal_1,Center,Movement (cm),3.2504849321801763
04Training_rat10,10,00:00:10.000,00:00:11.000,Animal_1,Center,Movement (cm),7.18827802297343
04Training_rat10,11,00:00:11.000,00:00:12.000,Animal_1,Center,Movement (cm),8.373778824897377
04Training_rat10,12,00:00:12.000,00:00:12.480,Animal_1,Center,Movement (cm),0.0
04Training_rat11,0,00:00:00.000,00:00:01.000,Animal_1,Center,Movement (cm),15.52619064538855
04Training_rat11,1,00:00:01.000,00:00:02.000,Animal_1,Center,Movement (cm),26.49074470309276
04Training_rat11,2,00:00:02.000,00:00:03.000,Animal_1,Center,Movement (cm),4.39051279693231
04Training_rat11,3,00:00:03.000,00:00:04.000,Animal_1,Center,Movement (cm),0.5370947764266731
04Training_rat11,4,00:00:04.000,00:00:05.000,Animal_1,Center,Movement (cm),1.0460164837349664
04Training_rat11,5,00:00:05.000,00:00:06.000,Animal_1,Center,Movement (cm),2.7958009398497756
04Training_rat11,6,00:00:06.000,00:00:07.000,Animal_1,Center,Movement (cm),2.2004874172105593
04Training_rat11,7,00:00:07.000,00:00:08.000,Animal_1,Center,Movement (cm),2.2133467072963264
04Training_rat11,8,00:00:08.000,00:00:09.000,Animal_1,Center,Movement (cm),7.336774698213898
04Training_rat11,9,00:00:09.000,00:00:10.000,Animal_1,Center,Movement (cm),11.36456574284648
04Training_rat11,10,00:00:10.000,00:00:11.000,Animal_1,Center,Movement (cm),11.759732986894107
04Training_rat11,11,00:00:11.000,00:00:12.000,Animal_1,Center,Movement (cm),4.101311464523663
04Training_rat11,12,00:00:12.000,00:00:13.000,Animal_1,Center,Movement (cm),6.248320895059543
04Training_rat11,13,00:00:13.000,00:00:14.000,Animal_1,Center,Movement (cm),5.567365116296287
04Training_rat11,14,00:00:14.000,00:00:15.000,Animal_1,Center,Movement (cm),3.519138787162494
04Training_rat11,15,00:00:15.000,00:00:16.000,Animal_1,Center,Movement (cm),7.299319331087307
04Training_rat11,16,00:00:16.000,00:00:17.000,Animal_1,Center,Movement (cm),17.202891073891443
04Training_rat11,17,00:00:17.000,00:00:18.000,Animal_1,Center,Movement (cm),34.08524360602492
04Training_rat11,18,00:00:18.000,00:00:19.000,Animal_1,Center,Movement (cm),46.97385333804539
04Training_rat11,19,00:00:19.000,00:00:20.000,Animal_1,Center,Movement (cm),17.706979915492624
04Training_rat11,20,00:00:20.000,00:00:21.000,Animal_1,Center,Movement (cm),9.321432558916477
04Training_rat11,21,00:00:21.000,00:00:22.000,Animal_1,Center,Movement (cm),10.287837444238516
04Training_rat11,22,00:00:22.000,00:00:23.000,Animal_1,Center,Movement (cm),11.759602302132972
04Training_rat11,23,00:00:23.000,00:00:24.000,Animal_1,Center,Movement (cm),6.248273020164343
04Training_rat11,24,00:00:24.000,00:00:25.000,Animal_1,Center,Movement (cm),10.890928221118076
04Training_rat11,25,00:00:25.000,00:00:26.000,Animal_1,Center,Movement (cm),7.977395701189896
04Training_rat11,26,00:00:26.000,00:00:27.000,Animal_1,Center,Movement (cm),16.637209284303687
04Training_rat11,27,00:00:27.000,00:00:28.000,Animal_1,Center,Movement (cm),24.14378673097198
04Training_rat11,28,00:00:28.000,00:00:29.000,Animal_1,Center,Movement (cm),41.09483975625741
04Training_rat11,29,00:00:29.000,00:00:30.000,Animal_1,Center,Movement (cm),11.165430165708376
04Training_rat11,30,00:00:30.000,00:00:31.000,Animal_1,Center,Movement (cm),4.267428013211951
04Training_rat11,31,00:00:31.000,00:00:32.000,Animal_1,Center,Movement (cm),5.9517285322894375
04Training_rat11,32,00:00:32.000,00:00:33.000,Animal_1,Center,Movement (cm),12.940762987453652
04Training_rat11,33,00:00:33.000,00:00:34.000,Animal_1,Center,Movement (cm),12.201875212784344
04Training_rat11,34,00:00:34.000,00:00:35.000,Animal_1,Center,Movement (cm),7.359442747699686
04Training_rat11,35,00:00:35.000,00:00:36.000,Animal_1,Center,Movement (cm),4.594291364493048
04Training_rat11,36,00:00:36.000,00:00:37.000,Animal_1,Center,Movement (cm),4.05581316268073
04Training_rat11,37,00:00:37.000,00:00:38.000,Animal_1,Center,Movement (cm),2.9992524435577996
04Training_rat11,38,00:00:38.000,00:00:39.000,Animal_1,Center,Movement (cm),6.200845870837571
04Training_rat11,39,00:00:39.000,00:00:40.000,Animal_1,Center,Movement (cm),7.823833273681048
04Training_rat11,40,00:00:40.000,00:00:40.640,Animal_1,Center,Movement (cm),4.65700021380025
04Training_rat12,0,00:00:00.000,00:00:01.000,Animal_1,Center,Movement (cm),8.038042379713293
04Training_rat12,1,00:00:01.000,00:00:02.000,Animal_1,Center,Movement (cm),2.1945812669737172
04Training_rat12,2,00:00:02.000,00:00:03.000,Animal_1,Center,Movement (cm),1.24227332532068
04Training_rat12,3,00:00:03.000,00:00:04.000,Animal_1,Center,Movement (cm),4.208888998902601
04Training_rat12,4,00:00:04.000,00:00:05.000,Animal_1,Center,Movement (cm),21.18083110728402
04Training_rat12,5,00:00:05.000,00:00:06.000,Animal_1,Center,Movement (cm),30.53764345912802
04Training_rat12,6,00:00:06.000,00:00:07.000,Animal_1,Center,Movement (cm),17.240634008236718
04Training_rat12,7,00:00:07.000,00:00:08.000,Animal_1,Center,Movement (cm),15.425486788572295
04Training_rat12,8,00:00:08.000,00:00:09.000,Animal_1,Center,Movement (cm),27.125916147254657
04Training_rat12,9,00:00:09.000,00:00:10.000,Animal_1,Center,Movement (cm),14.913599121757056
04Training_rat12,10,00:00:10.000,00:00:11.000,Animal_1,Center,Movement (cm),3.466454194910173
04Training_rat12,11,00:00:11.000,00:00:12.000,Animal_1,Center,Movement (cm),10.263142968678213
04Training_rat12,12,00:00:12.000,00:00:13.000,Animal_1,Center,Movement (cm),15.199316416255368
04Training_rat12,13,00:00:13.000,00:00:14.000,Animal_1,Center,Movement (cm),7.531807376349927
04Training_rat12,14,00:00:14.000,00:00:15.000,Animal_1,Center,Movement (cm),9.125465285553904
04Training_rat12,15,00:00:15.000,00:00:15.759,Animal_1,Center,Movement (cm),11.597249053299738
04Training_rat13,0,00:00:00.000,00:00:01.000,Animal_1,Center,Movement (cm),3.700474217487124
04Training_rat13,1,00:00:01.000,00:00:02.000,Animal_1,Center,Movement (cm),1.0049850855044447
04Training_rat13,2,00:00:02.000,00:00:03.000,Animal_1,Center,Movement (cm),12.716199086889564
04Training_rat13,3,00:00:03.000,00:00:04.000,Animal_1,Center,Movement (cm),26.873076757950876
04Training_rat13,4,00:00:04.000,00:00:05.000,Animal_1,Center,Movement (cm),24.716472527788305
04Training_rat13,5,00:00:05.000,00:00:06.000,Animal_1,Center,Movement (cm),13.105123757719781
04Training_rat13,6,00:00:06.000,00:00:07.000,Animal_1,Center,Movement (cm),34.80973603397544
04Training_rat13,7,00:00:07.000,00:00:08.000,Animal_1,Center,Movement (cm),41.2901067628198
04Training_rat13,8,00:00:08.000,00:00:09.000,Animal_1,Center,Movement (cm),21.1362488594905
04Training_rat13,9,00:00:09.000,00:00:10.000,Animal_1,Center,Movement (cm),11.000264484860882
04Training_rat13,10,00:00:10.000,00:00:10.800,Animal_1,Center,Movement (cm),7.599468457885292
04Training_rat14,0,00:00:00.000,00:00:01.000,Animal_1,Center,Movement (cm),95.13863781989468
04Training_rat14,1,00:00:01.000,00:00:02.000,Animal_1,Center,Movement (cm),67.14447300512458
04Training_rat14,2,00:00:02.000,00:00:03.000,Animal_1,Center,Movement (cm),14.693206458472138
04Training_rat14,3,00:00:03.000,00:00:04.000,Animal_1,Center,Movement (cm),7.640182682874996
04Training_rat14,4,00:00:04.000,00:00:05.000,Animal_1,Center,Movement (cm),22.185093236018513
04Training_rat14,5,00:00:05.000,00:00:06.000,Animal_1,Center,Movement (cm),5.733885298334303
04Training_rat14,6,00:00:06.000,00:00:07.000,Animal_1,Center,Movement (cm),7.4977622078877335
04Training_rat14,7,00:00:07.000,00:00:08.000,Animal_1,Center,Movement (cm),31.17160259179923
04Training_rat14,8,00:00:08.000,00:00:09.000,Animal_1,Center,Movement (cm),18.382383190562777
04Training_rat14,9,00:00:09.000,00:00:10.000,Animal_1,Center,Movement (cm),5.874013185953148
04Training_rat14,10,00:00:10.000,00:00:11.000,Animal_1,Center,Movement (cm),4.2932882709589055
04Training_rat14,11,00:00:11.000,00:00:12.000,Animal_1,Center,Movement (cm),7.006887111652141
04Training_rat14,12,00:00:12.000,00:00:13.000,Animal_1,Center,Movement (cm),10.77731735598214
04Training_rat14,13,00:00:13.000,00:00:14.000,Animal_1,Center,Movement (cm),4.3844741787234645
04Training_rat14,14,00:00:14.000,00:00:15.000,Animal_1,Center,Movement (cm),5.534377155672752
04Training_rat14,15,00:00:15.000,00:00:16.000,Animal_1,Center,Movement (cm),34.096938095719615
04Training_rat14,16,00:00:16.000,00:00:17.000,Animal_1,Center,Movement (cm),18.14720292173492
04Training_rat14,17,00:00:17.000,00:00:18.000,Animal_1,Center,Movement (cm),10.737076512368525
04Training_rat14,18,00:00:18.000,00:00:19.000,Animal_1,Center,Movement (cm),8.004176513250545
04Training_rat14,19,00:00:19.000,00:00:19.039,Animal_1,Center,Movement (cm),0.041119505922495615
04Training_rat15,0,00:00:00.000,00:00:01.000,Animal_1,Center,Movement (cm),7.992446446801739
04Training_rat15,1,00:00:01.000,00:00:02.000,Animal_1,Center,Movement (cm),20.63662569541608
04Training_rat15,2,00:00:02.000,00:00:03.000,Animal_1,Center,Movement (cm),26.164632506381178
04Training_rat15,3,00:00:03.000,00:00:04.000,Animal_1,Center,Movement (cm),43.876745171040334
04Training_rat15,4,00:00:04.000,00:00:05.000,Animal_1,Center,Movement (cm),4.439601444420451
04Training_rat15,5,00:00:05.000,00:00:06.000,Animal_1,Center,Movement (cm),2.359146176638583
04Training_rat15,6,00:00:06.000,00:00:07.000,Animal_1,Center,Movement (cm),3.953467550685873
04Training_rat15,7,00:00:07.000,00:00:08.000,Animal_1,Center,Movement (cm),4.118509096196335
04Training_rat15,8,00:00:08.000,00:00:09.000,Animal_1,Center,Movement (cm),4.538836710768338
04Training_rat15,9,00:00:09.000,00:00:10.000,Animal_1,Center,Movement (cm),2.6352727539374716
04Training_rat15,10,00:00:10.000,00:00:11.000,Animal_1,Center,Movement (cm),35.73932138584033
04Training_rat15,11,00:00:11.000,00:00:12.000,Animal_1,Center,Movement (cm),23.044009262548464
04Training_rat15,12,00:00:12.000,00:00:13.000,Animal_1,Center,Movement (cm),45.22738478010084
04Training_rat15,13,00:00:13.000,00:00:14.000,Animal_1,Center,Movement (cm),28.442677285249697
04Training_rat15,14,00:00:14.000,00:00:15.000,Animal_1,Center,Movement (cm),7.0301185646485065
04Training_rat15,15,00:00:15.000,00:00:16.000,Animal_1,Center,Movement (cm),7.682615552944563
04Training_rat15,16,00:00:16.000,00:00:17.000,Animal_1,Center,Movement (cm),19.213916001340227
04Training_rat15,17,00:00:17.000,00:00:18.000,Animal_1,Center,Movement (cm),50.98096664001976
04Training_rat15,18,00:00:18.000,00:00:19.000,Animal_1,Center,Movement (cm),17.86820456058347
04Training_rat15,19,00:00:19.000,00:00:20.000,Animal_1,Center,Movement (cm),7.609093256576081
04Training_rat15,20,00:00:20.000,00:00:21.000,Animal_1,Center,Movement (cm),3.10523156650561
04Training_rat15,21,00:00:21.000,00:00:22.000,Animal_1,Center,Movement (cm),2.6564470732601957
04Training_rat15,22,00:00:22.000,00:00:23.000,Animal_1,Center,Movement (cm),3.7559399033707828
04Training_rat15,23,00:00:23.000,00:00:24.000,Animal_1,Center,Movement (cm),11.784070437318775
04Training_rat15,24,00:00:24.000,00:00:25.000,Animal_1,Center,Movement (cm),41.15469784585197
04Training_rat15,25,00:00:25.000,00:00:26.000,Animal_1,Center,Movement (cm),11.175159058274769
04Training_rat15,26,00:00:26.000,00:00:27.000,Animal_1,Center,Movement (cm),21.341862290895158
04Training_rat15,27,00:00:27.000,00:00:28.000,Animal_1,Center,Movement (cm),7.687943479728126
04Training_rat15,28,00:00:28.000,00:00:29.000,Animal_1,Center,Movement (cm),3.699041996018772
04Training_rat15,29,00:00:29.000,00:00:30.000,Animal_1,Center,Movement (cm),1.5551985207186394
04Training_rat15,30,00:00:30.000,00:00:31.000,Animal_1,Center,Movement (cm),8.220527857320722
04Training_rat15,31,00:00:31.000,00:00:32.000,Animal_1,Center,Movement (cm),29.605227786983466
04Training_rat15,32,00:00:32.000,00:00:33.000,Animal_1,Center,Movement (cm),25.589867986045302
04Training_rat15,33,00:00:33.000,00:00:34.000,Animal_1,Center,Movement (cm),12.596089648944277
04Training_rat15,34,00:00:34.000,00:00:35.000,Animal_1,Center,Movement (cm),10.946971683785481
04Training_rat15,35,00:00:35.000,00:00:35.039,Animal_1,Center,Movement (cm),0.1317409848240168
04Training_rat16,0,00:00:00.000,00:00:01.000,Animal_1,Center,Movement (cm),21.784582015397408
04Training_rat16,1,00:00:01.000,00:00:02.000,Animal_1,Center,Movement (cm),16.835195603167563
04Training_rat16,2,00:00:02.000,00:00:03.000,Animal_1,Center,Movement (cm),7.794814717144051
04Training_rat16,3,00:00:03.000,00:00:04.000,Animal_1,Center,Movement (cm),5.936487753223525
04Training_rat16,4,00:00:04.000,00:00:05.000,Animal_1,Center,Movement (cm),23.34306988177056
04Training_rat16,5,00:00:05.000,00:00:06.000,Animal_1,Center,Movement (cm),46.80789566130449
04Training_rat16,6,00:00:06.000,00:00:07.000,Animal_1,Center,Movement (cm),38.41662161943377
04Training_rat16,7,00:00:07.000,00:00:08.000,Animal_1,Center,Movement (cm),21.06744702684689
04Training_rat16,8,00:00:08.000,00:00:09.000,Animal_1,Center,Movement (cm),23.597937094353448
04Training_rat16,9,00:00:09.000,00:00:10.000,Animal_1,Center,Movement (cm),12.803407218486782
04Training_rat16,10,00:00:10.000,00:00:11.000,Animal_1,Center,Movement (cm),5.260032421982407
04Training_rat16,11,00:00:11.000,00:00:12.000,Animal_1,Center,Movement (cm),8.913665232942424
04Training_rat16,12,00:00:12.000,00:00:13.000,Animal_1,Center,Movement (cm),4.047032175498808
04Training_rat16,13,00:00:13.000,00:00:14.000,Animal_1,Center,Movement (cm),7.1811427633463625
04Training_rat16,14,00:00:14.000,00:00:15.000,Animal_1,Center,Movement (cm),6.14656364819811
04Training_rat16,15,00:00:15.000,00:00:16.000,Animal_1,Center,Movement (cm),6.056760551240474
04Training_rat16,16,00:00:16.000,00:00:17.000,Animal_1,Center,Movement (cm),5.343769912867396
04Training_rat16,17,00:00:17.000,00:00:18.000,Animal_1,Center,Movement (cm),7.771968057528926
04Training_rat16,18,00:00:18.000,00:00:19.000,Animal_1,Center,Movement (cm),9.845797817163472
04Training_rat16,19,00:00:19.000,00:00:20.000,Animal_1,Center,Movement (cm),6.5849570301136975
04Training_rat16,20,00:00:20.000,00:00:21.000,Animal_1,Center,Movement (cm),5.599025353791683
04Training_rat16,21,00:00:21.000,00:00:22.000,Animal_1,Center,Movement (cm),7.633830533243879
04Training_rat16,22,00:00:22.000,00:00:23.000,Animal_1,Center,Movement (cm),13.110121819509263
04Training_rat16,23,00:00:23.000,00:00:24.000,Animal_1,Center,Movement (cm),13.105656015192997
04Training_rat16,24,00:00:24.000,00:00:25.000,Animal_1,Center,Movement (cm),6.727139820587693
04Training_rat16,25,00:00:25.000,00:00:26.000,Animal_1,Center,Movement (cm),8.144529119338785
04Training_rat16,26,00:00:26.000,00:00:27.000,Animal_1,Center,Movement (cm),34.09184295808295
04Training_rat16,27,00:00:27.000,00:00:28.000,Animal_1,Center,Movement (cm),32.2237145676585
04Training_rat16,28,00:00:28.000,00:00:29.000,Animal_1,Center,Movement (cm),22.857362087501095
04Training_rat16,29,00:00:29.000,00:00:30.000,Animal_1,Center,Movement (cm),11.61740277375132
04Training_rat16,30,00:00:30.000,00:00:31.000,Animal_1,Center,Movement (cm),8.137127991102378
04Training_rat16,31,00:00:31.000,00:00:32.000,Animal_1,Center,Movement (cm),3.1566193327602003
04Training_rat16,32,00:00:32.000,00:00:33.000,Animal_1,Center,Movement (cm),6.035212000638015
04Training_rat16,33,00:00:33.000,00:00:34.000,Animal_1,Center,Movement (cm),4.480095754153432
04Training_rat16,34,00:00:34.000,00:00:35.000,Animal_1,Center,Movement (cm),1.5753187270954823
04Training_rat16,35,00:00:35.000,00:00:36.000,Animal_1,Center,Movement (cm),5.968905077724212
04Training_rat16,36,00:00:36.000,00:00:37.000,Animal_1,Center,Movement (cm),5.553540033664272
04Training_rat16,37,00:00:37.000,00:00:38.000,Animal_1,Center,Movement (cm),3.263950060660437
04Training_rat16,38,00:00:38.000,00:00:39.000,Animal_1,Center,Movement (cm),4.196376246493619
04Training_rat16,39,00:00:39.000,00:00:40.000,Animal_1,Center,Movement (cm),1.9217405393472458
04Training_rat16,40,00:00:40.000,00:00:41.000,Animal_1,Center,Movement (cm),6.044686681136717
04Training_rat16,41,00:00:41.000,00:00:42.000,Animal_1,Center,Movement (cm),2.8476240447411736
04Training_rat16,42,00:00:42.000,00:00:43.000,Animal_1,Center,Movement (cm),6.9366044875927155
04Training_rat16,43,00:00:43.000,00:00:44.000,Animal_1,Center,Movement (cm),8.059089599881508
04Training_rat16,44,00:00:44.000,00:00:45.000,Animal_1,Center,Movement (cm),7.363495051267494
04Training_rat16,45,00:00:45.000,00:00:46.000,Animal_1,Center,Movement (cm),0.8436785232429351
04Training_rat16,46,00:00:46.000,00:00:47.000,Animal_1,Center,Movement (cm),4.549392544499486
04Training_rat16,47,00:00:47.000,00:00:48.000,Animal_1,Center,Movement (cm),2.9555048989560255
04Training_rat16,48,00:00:48.000,00:00:49.000,Animal_1,Center,Movement (cm),5.653548019816476
04Training_rat16,49,00:00:49.000,00:00:50.000,Animal_1,Center,Movement (cm),4.4498026775963435
04Training_rat16,50,00:00:50.000,00:00:51.000,Animal_1,Center,Movement (cm),9.299023364426155
04Training_rat16,51,00:00:51.000,00:00:52.000,Animal_1,Center,Movement (cm),10.66056495689257
04Training_rat16,52,00:00:52.000,00:00:52.159,Animal_1,Center,Movement (cm),0.0
04Training_rat17,0,00:00:00.000,00:00:01.000,Animal_1,Center,Movement (cm),21.398806245721637
04Training_rat17,1,00:00:01.000,00:00:02.000,Animal_1,Center,Movement (cm),6.333555811158235
04Training_rat17,2,00:00:02.000,00:00:03.000,Animal_1,Center,Movement (cm),32.92915267279899
04Training_rat17,3,00:00:03.000,00:00:04.000,Animal_1,Center,Movement (cm),19.474702956499495
04Training_rat17,4,00:00:04.000,00:00:05.000,Animal_1,Center,Movement (cm),2.7279999847994016
04Training_rat17,5,00:00:05.000,00:00:06.000,Animal_1,Center,Movement (cm),10.036251824516917
04Training_rat17,6,00:00:06.000,00:00:07.000,Animal_1,Center,Movement (cm),8.519024598615433
04Training_rat17,7,00:00:07.000,00:00:08.000,Animal_1,Center,Movement (cm),19.426265953652834
04Training_rat17,8,00:00:08.000,00:00:09.000,Animal_1,Center,Movement (cm),16.509943715003708
04Training_rat17,9,00:00:09.000,00:00:10.000,Animal_1,Center,Movement (cm),5.896624580595444
04Training_rat17,10,00:00:10.000,00:00:11.000,Animal_1,Center,Movement (cm),3.780106323592978
04Training_rat17,11,00:00:11.000,00:00:12.000,Animal_1,Center,Movement (cm),13.95736598708577
04Training_rat17,12,00:00:12.000,00:00:12.119,Animal_1,Center,Movement (cm),0.32698831243299536
04Training_rat18,0,00:00:00.000,00:00:01.000,Animal_1,Center,Movement (cm),36.50705975786159
04Training_rat18,1,00:00:01.000,00:00:02.000,Animal_1,Center,Movement (cm),13.799707008621965
04Training_rat18,2,00:00:02.000,00:00:03.000,Animal_1,Center,Movement (cm),4.284789130329464
04Training_rat18,3,00:00:03.000,00:00:04.000,Animal_1,Center,Movement (cm),15.429801841263952
04Training_rat18,4,00:00:04.000,00:00:05.000,Animal_1,Center,Movement (cm),7.163487323978467
04Training_rat18,5,00:00:05.000,00:00:06.000,Animal_1,Center,Movement (cm),8.990531630099948
04Training_rat18,6,00:00:06.000,00:00:07.000,Animal_1,Center,Movement (cm),18.333924815535035
04Training_rat18,7,00:00:07.000,00:00:08.000,Animal_1,Center,Movement (cm),6.55870501003214
04Training_rat18,8,00:00:08.000,00:00:09.000,Animal_1,Center,Movement (cm),5.592525495061152
04Training_rat18,9,00:00:09.000,00:00:10.000,Animal_1,Center,Movement (cm),9.307010038371033
04Training_rat18,10,00:00:10.000,00:00:11.000,Animal_1,Center,Movement (cm),38.7693439959199
04Training_rat18,11,00:00:11.000,00:00:12.000,Animal_1,Center,Movement (cm),34.43838385837133
04Training_rat18,12,00:00:12.000,00:00:13.000,Animal_1,Center,Movement (cm),11.703931022394812
04Training_rat18,13,00:00:13.000,00:00:14.000,Animal_1,Center,Movement (cm),3.6486988184689
04Training_rat18,14,00:00:14.000,00:00:15.000,Animal_1,Center,Movement (cm),5.742910780279835
04Training_rat18,15,00:00:15.000,00:00:16.000,Animal_1,Center,Movement (cm),4.324676527534734
04Training_rat18,16,00:00:16.000,00:00:17.000,Animal_1,Center,Movement (cm),12.889447512078913
04Training_rat18,17,00:00:17.000,00:00:18.000,Animal_1,Center,Movement (cm),38.2903539883919
04Training_rat18,18,00:00:18.000,00:00:19.000,Animal_1,Center,Movement (cm),12.265228605297226
04Training_rat18,19,00:00:19.000,00:00:20.000,Animal_1,Center,Movement (cm),9.751734937569
04Training_rat18,20,00:00:20.000,00:00:21.000,Animal_1,Center,Movement (cm),7.883229876679631
04Training_rat18,21,00:00:21.000,00:00:22.000,Animal_1,Center,Movement (cm),3.4949938292977256
04Training_rat18,22,00:00:22.000,00:00:23.000,Animal_1,Center,Movement (cm),3.7919915576863765
04Training_rat18,23,00:00:23.000,00:00:24.000,Animal_1,Center,Movement (cm),3.9682906420616235
04Training_rat18,24,00:00:24.000,00:00:25.000,Animal_1,Center,Movement (cm),5.730983802804753
04Training_rat18,25,00:00:25.000,00:00:26.000,Animal_1,Center,Movement (cm),1.6830908292031885
04Training_rat18,26,00:00:26.000,00:00:27.000,Animal_1,Center,Movement (cm),5.042918061175078
04Training_rat18,27,00:00:27.000,00:00:28.000,Animal_1,Center,Movement (cm),9.902413949184384
04Training_rat18,28,00:00:28.000,00:00:29.000,Animal_1,Center,Movement (cm),51.00590569804603
04Training_rat18,29,00:00:29.000,00:00:30.000,Animal_1,Center,Movement (cm),27.684988578474524
04Training_rat18,30,00:00:30.000,00:00:31.000,Animal_1,Center,Movement (cm),12.712525302415624
04Training_rat18,31,00:00:31.000,00:00:32.000,Animal_1,Center,Movement (cm),7.449633162424526
04Training_rat19,0,00:00:00.000,00:00:01.000,Animal_1,Center,Movement (cm),23.9194065621676
04Training_rat19,1,00:00:01.000,00:00:02.000,Animal_1,Center,Movement (cm),9.768630275199667
04Training_rat19,2,00:00:02.000,00:00:03.000,Animal_1,Center,Movement (cm),8.136456984003011
04Training_rat19,3,00:00:03.000,00:00:04.000,Animal_1,Center,Movement (cm),13.569176142863418
04Training_rat19,4,00:00:04.000,00:00:05.000,Animal_1,Center,Movement (cm),10.233671599176493
04Training_rat19,5,00:00:05.000,00:00:06.000,Animal_1,Center,Movement (cm),8.991960773524383
04Training_rat19,6,00:00:06.000,00:00:07.000,Animal_1,Center,Movement (cm),2.6942025518024524
04Training_rat19,7,00:00:07.000,00:00:08.000,Animal_1,Center,Movement (cm),3.5557400692798176
04Training_rat19,8,00:00:08.000,00:00:09.000,Animal_1,Center,Movement (cm),2.8222657270408162
04Training_rat19,9,00:00:09.000,00:00:10.000,Animal_1,Center,Movement (cm),7.181236311748593
04Training_rat19,10,00:00:10.000,00:00:11.000,Animal_1,Center,Movement (cm),7.902367231517742
04Training_rat19,11,00:00:11.000,00:00:12.000,Animal_1,Center,Movement (cm),7.678424474808405
04Training_rat19,12,00:00:12.000,00:00:13.000,Animal_1,Center,Movement (cm),8.61809101220009
04Training_rat19,13,00:00:13.000,00:00:14.000,Animal_1,Center,Movement (cm),12.227538042947671
04Training_rat19,14,00:00:14.000,00:00:15.000,Animal_1,Center,Movement (cm),40.191486371902705
04Training_rat19,15,00:00:15.000,00:00:16.000,Animal_1,Center,Movement (cm),33.65643390981596
